lng,lat
-7.393738299999999697e+01,4.083568999999999960e+01
-7.393733500000000447e+01,4.080766500000000008e+01
-7.393728199999999617e+01,4.082915399999999551e+01
-7.393722800000000461e+01,4.080176900000000018e+01
-7.393721999999999639e+01,4.082418799999999948e+01
-7.393718100000000959e+01,4.081914400000000143e+01
-7.393675299999999595e+01,4.079243900000000167e+01
-7.393658999999999537e+01,4.084291500000000497e+01
-7.393657600000000230e+01,4.085735100000000131e+01
-7.393622399999999573e+01,4.081466999999999956e+01
-7.393601600000000929e+01,4.080629600000000323e+01
-7.393592900000000157e+01,4.084852000000000061e+01
-7.393589500000000214e+01,4.079958099999999632e+01
-7.393589300000000719e+01,4.083100900000000166e+01
-7.393586600000000431e+01,4.082603999999999900e+01
-7.393574499999999716e+01,4.082110600000000034e+01
-7.393529499999999643e+01,4.084047499999999786e+01
-7.393513299999999333e+01,4.085347900000000010e+01
-7.393494799999999145e+01,4.081145999999999674e+01
-7.393487299999999607e+01,4.081652800000000525e+01
-7.393468599999999924e+01,4.084552000000000049e+01
-7.393445600000001150e+01,4.079730999999999597e+01
-7.393439999999999657e+01,4.080562600000000373e+01
-7.393431800000000464e+01,4.085942000000000007e+01
-7.393406899999999382e+01,4.083755099999999771e+01
-7.393373100000000875e+01,4.084932100000000332e+01
-7.393358399999999619e+01,4.086351499999999959e+01
-7.393331399999999576e+01,4.080264499999999828e+01
-7.393331200000000081e+01,4.085533499999999663e+01
-7.393317199999999900e+01,4.079503400000000113e+01
-7.393276099999999929e+01,4.084553799999999768e+01
-7.393243299999998897e+01,4.085109500000000082e+01
-7.393204300000000728e+01,4.085784100000000052e+01
-7.393202499999999588e+01,4.080512699999999882e+01
-7.393183899999999653e+01,4.086386900000000111e+01
-7.393183299999999747e+01,4.086926599999999610e+01
-7.393174300000001153e+01,4.079698799999999892e+01
-7.393138700000000085e+01,4.084635600000000011e+01
-7.393099599999999327e+01,4.085306200000000132e+01
-7.393086700000000633e+01,4.080197700000000083e+01
-7.393077099999999291e+01,4.086064099999999399e+01
-7.393044300000001101e+01,4.086646900000000215e+01
-7.393000399999999672e+01,4.084930999999999557e+01
-7.392979900000000271e+01,4.085662199999999444e+01
-7.392976199999999665e+01,4.079611799999999988e+01
-7.392889999999999873e+01,4.086463900000000393e+01
-7.392869199999999807e+01,4.085372399999999971e+01
-7.392797699999999850e+01,4.085954500000000422e+01
-7.392747699999999611e+01,4.085069399999999717e+01
-7.392730099999999993e+01,4.086553599999999875e+01
-7.392686299999999733e+01,4.085622999999999649e+01
-7.392650199999999927e+01,4.086095600000000161e+01
-7.392591899999999328e+01,4.086776900000000268e+01
-7.392490200000000300e+01,4.086155300000000068e+01
-7.392403799999999592e+01,4.086847300000000160e+01
-7.392313699999999699e+01,4.086341600000000085e+01
-7.392234300000001213e+01,4.086945899999999909e+01
-7.392162299999999675e+01,4.086077399999999926e+01
-7.392089699999999652e+01,4.086987700000000245e+01
-7.392029699999999082e+01,4.086258099999999871e+01
-7.391945799999999167e+01,4.087224899999999650e+01
-7.391921500000000833e+01,4.086727499999999935e+01
-7.391911000000000342e+01,4.085957299999999748e+01
-7.391791600000000528e+01,4.087092299999999767e+01
-7.391764000000000578e+01,4.086142499999999700e+01
-7.391704399999998998e+01,4.086702600000000274e+01
-7.391627800000000548e+01,4.087211599999999834e+01
-7.391586300000000165e+01,4.086318800000000095e+01
-7.391469399999999723e+01,4.087022499999999781e+01
-7.391335200000000327e+01,4.086877700000000146e+01
-7.391179300000000296e+01,4.086899700000000024e+01
